"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2022","35-44","4587856","555242","8.26","","","","","","",""
"2022","45-54","4789167","561238","8.5299999999999994","","","","","","",""
"2022","55-64","4730023","544142","8.69","","","","","","",""
"2022","65-74","5119665","599386","8.5399999999999991","","","","","","",""
"2022","75-84","2895598","333953","8.67","","","","","","",""
"2022","85+","1235576","143074","8.64","","","","","","",""
"2022","b.d.","20567","6912","2.98","","","","","","",""
"2023","<18","1017543","118765","8.57","","","","","","",""
"2023","18-34","5615288","644801","8.7100000000000009","","","","","","",""
"2023","35-44","5081563","599209","8.48","","","","","","",""
"2023","45-54","5274875","609599","8.65","","","","","","",""
"2023","55-64","4849293","555507","8.73","","","","","","",""
"2023","65-74","5441425","634500","8.58","","","","","","",""
"2023","75-84","3158396","365867","8.6300000000000008","","","","","","",""
"2023","85+","1307356","151163","8.65","","","","","","",""
"2023","b.d.","14780","3944","3.75","","","","","","",""
"Źródło: Żródło: opracowanie własne na podstawie danych CeZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.24b: Liczba opakowań na osobę ze względu na płeć dla leków przeciwdepresyjnych — leki refundowane i nirefundowane (2019-2023)","","","","","","","","","","",""
"Rok realizacji","Płeć","Liczba opakowań","Liczba pacjentów","Liczba opakowań na pacjenta","","","","","","",""
"2019","Kobiety","15963596","1956074","8.16","","","","","","",""
"2019","Mężyczyźni","6516849","852052","7.65","","","","","","",""
"2019","b.d.","16009","5893","2.72","","","","","","",""
"2020","Kobiety","17214818","1990604","8.65","","","","","","",""
"2020","Mężyczyźni","7071627","864850","8.18","","","","","","",""
"2020","b.d.","12473","3598","3.47","","","","","","",""
"2021","Mężyczyźni","7652540","948723","8.07","","","","","","",""
"2021","Kobiety","18612470","2191294","8.49","","","","","","",""
"2021","b.d.","11737","3231","3.63","","","","","","",""
"2022","Mężyczyźni","8507702","1036288","8.2100000000000009","","","","","","",""
"2022","Kobiety","20597636","2387976","8.6300000000000008","","","","","","",""
"2022","b.d.","20552","6909","2.97","","","","","","",""
"2023","Kobiety","22375987","2553511","8.76","","","","","","",""
"2023","Mężyczyźni","9369788","1125904","8.32","","","","","","",""
"2023","b.d.","14744","3940","3.74","","","","","","",""
"Źródło: Żródło: opracowanie własne na podstawie danych CeZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.25: Struktura liczby opakowań wg poziomów odpłatności pacjenta dla leków przeciwdepresyjnych—leki refundowane i nierefundowane (2019-2023)","","","","","","","","","","",""
"Rok realizacji","Stopień odpłatności pacjenta","Liczba opakowań","Procent opakowań z danym stopniem odpłatności w danym roku","","","","","","","",""
"2019","100%, lek nie był na liście refundacyjnej","8569927.8805400096","0.38094570611591899","","","","","","","",""
"2019","100%, lek  był na liście refundacyjnej","2513392.58341","0.111723940478867","","","","","","","",""
"2019","Refundowane","11413134.39288","0.50733035340521404","","","","","","","",""
"2020","100%, lek nie był na liście refundacyjnej","8491239.5157099906","0.349449279487554","","","","","","","",""
"2020","100%, lek  był na liście refundacyjnej","3563739.6542600002","0.14666248103805299","","","","","","","",""
"2020","Refundowane","12243939.19713","0.50388823947439298","","","","","","","",""
"2021","100%, lek nie był na liście refundacyjnej","8913410.3342500199","0.33921286228894498","","","","","","","",""
"2021","100%, lek  był na liście refundacyjnej","4060479.0234099999","0.154527465935519","","","","","","","",""
"2021","Refundowane","13302856.972370001","0.50625967177553499","","","","","","","",""
"2022","100%, lek nie był na liście refundacyjnej","10035931.338710001","0.344570800607432","","","","","","","",""
"2022","100%, lek  był na liście refundacyjnej","4715139.8840600001","0.16188826626980701","","","","","","","",""
"2022","Refundowane","14374819.076169999","0.49354093312275998","","","","","","","",""
"2023","100%, lek nie był na liście refundacyjnej","10797103.73954","0.33995364200974798","","","","","","","",""
"2023","100%, lek  był na liście refundacyjnej","5456401.96180999","0.17179826775152099","","","","","","","",""
"2023","Refundowane","15507012.220179999","0.488248090238731","","","","","","","",""
"Źródło: Żródło: opracowanie własne na podstawie danych CeZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.21a: Realizacja recept na leki przeciwdepresyjne (refundowane i nierefundowane przez NFZ) wg dziesięciu najczęściej występujących substancji czynnych w danym roku (2019-2023)","","","","","","","","","","",""
"Rok","Substancja czynna","Liczba opakowań (w tys.)","Odsetek opakowań z danym roku z daną substacją","Liczba pacjentów (w tys.)","","","","","","",""
"2019","Sertralinum","3506.42","0.15590000000000001","515.71","","","","","","",""
"2019","Escitalopramum","2555.1","0.11360000000000001","451.93","","","","","","",""
"2019","Venlafaxinum","2415.25","0.1074","258.14999999999998","","","","","","",""
"2019","Opipramolum","2047.81","9.0999999999999998E-2","523.83000000000004","","","","","","",""
"2019","Trazodoni hydrochloridum","2032.84","9.0399999999999994E-2","536.61","","","","","","",""
"2019","Citalopramum","1425.87","6.3399999999999998E-2","241.16","","","","","","",""
"2019","Mianserini hydrochloridum","1339.43","5.9499999999999997E-2","181.88","","","","","","",""
"2019","Fluoxetinum","1335.83","5.9400000000000001E-2","214.04","","","","","","",""
"2019","Paroxetinum","1212.1099999999999","5.3900000000000003E-2","177.04","","","","","","",""
"2019","Tianeptinum natricum","820.9","3.6499999999999998E-2","104.41","","","","","","",""
"2020","Sertralinum","3841.96","0.15809999999999999","528.69000000000005","","","","","","",""
"2020","Escitalopramum","2910.33","0.1198","477.35","","","","","","",""
"2020","Venlafaxinum","2637.55","0.1085","261.64999999999998","","","","","","",""
"2020","Trazodoni hydrochloridum","2341.98","9.64E-2","570.85","","","","","","",""
"2020","Opipramolum","1989.88","8.1900000000000001E-2","509.88","","","","","","",""
"2020","Citalopramum","1506.61","6.2E-2","234.97","","","","","","",""
"2020","Fluoxetinum","1416.02","5.8299999999999998E-2","209.78","","","","","","",""
"2020","Mianserini hydrochloridum","1350.39","5.5599999999999997E-2","167.37","","","","","","",""
"2020","Paroxetinum","1260.58","5.1900000000000002E-2","174.81","","","","","","",""
"2020","Duloxetinum","925.78","3.8100000000000002E-2","154.85","","","","","","",""
"2021","Sertralinum","4298.76","0.1636","602.46","","","","","","",""
"2021","Escitalopramum","3350.3","0.1275","558.79999999999995","","","","","","",""
"2021","Venlafaxinum","2843.64","0.1082","284.22000000000003","","","","","","",""
"2021","Trazodoni hydrochloridum","2621.25","9.98E-2","657.83","","","","","","",""
"2021","Opipramolum","1937.3","7.3700000000000002E-2","541.62","","","","","","",""
"2021","Fluoxetinum","1566.67","5.96E-2","234.06","","","","","","",""
"2021","Citalopramum","1534.77","5.8400000000000001E-2","242.44","","","","","","",""
"2021","Paroxetinum","1324.74","5.04E-2","183.1","","","","","","",""
"2021","Mianserini hydrochloridum","1281.58","4.8800000000000003E-2","167.74","","","","","","",""
"2021","Duloxetinum","1231.47","4.6899999999999997E-2","209.15","","","","","","",""
"2022","Sertralinum","4967.09","0.17050000000000001","691.1","","","","","","",""
"2022","Escitalopramum","3876.54","0.1331","634.64","","","","","","",""
"2022","Venlafaxinum","3201.49","0.1099","313.61","","","","","","",""
"2022","Trazodoni hydrochloridum","3061.67","0.1051","756.56","","","","","","",""
"2022","Opipramolum","1879.45","6.4500000000000002E-2","546.46","","","","","","",""
"2022","Fluoxetinum","1769.29","6.0699999999999997E-2","256.17","","","","","","",""
"2022","Citalopramum","1589.9","5.4600000000000003E-2","245.72","","","","","","",""
"2022","Duloxetinum","1571.11","5.3900000000000003E-2","257.79000000000002","","","","","","",""
"2022","Paroxetinum","1404.32","4.82E-2","189.33","","","","","","",""
"2022","Mianserini hydrochloridum","1235.08","4.24E-2","165.46","","","","","","",""
"2023","Sertralinum","5573.38","0.17549999999999999","766.16","","","","","","",""
"2023","Escitalopramum","4317.24","0.13589999999999999","698.24","","","","","","",""
"2023","Venlafaxinum","3552.58","0.1119","341.53","","","","","","",""
"2023","Trazodoni hydrochloridum","3508.27","0.1105","851.52","","","","","","",""
"2023","Duloxetinum","1922.79","6.0499999999999998E-2","303.58999999999997","","","","","","",""
"2023","Fluoxetinum","1906.65","0.06","272.63","","","","","","",""
"2023","Opipramolum","1776.68","5.5899999999999998E-2","539.53","","","","","","",""
"2023","Citalopramum","1612.31","5.0799999999999998E-2","244.88","","","","","","",""
"2023","Paroxetinum","1476.34","4.65E-2","188.14","","","","","","",""
"2023","Mianserini hydrochloridum","1187.3599999999999","3.7400000000000003E-2","160.66999999999999","","","","","","",""
"Źródło: Żródło: opracowanie własne na podstawie danych CeZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.26: Rozkład wieku pacjentów wybranych do analizy ciągłości farmakoterapii refundowanymi lekami przeciwdepresyjnym na przykładzie sertralinum – pacjenci rozpoczynający terapię substancją sertralinum w 2022 r.","","","","","","","","","","",""
"Grupa wiekowa","Liczba pacjentów (tys.)","","","","","","","","","",""
"< 18","24.2","","","","","","","","","",""
"18 - 34","57.3","","","","","","","","","",""
"35 - 44","36.9","","","","","","","","","",""
"45 - 54","29.4","","","","","","","","","",""
"55 - 64","24.7","","","","","","","","","",""
"65 - 74","25.7","","","","","","","","","",""
"75 - 84","16.3","","","","","","","","","",""
"85+","5.9","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.22: Mediana długości leczenia lekiem refundowanym z substancją czynną sertralinum (czas pomiędzy datą realizacji pierwszej recepty a datą zakończenia terapii) oraz odsetek osób, dla których długość leczenia wynosiła co najmniej 180 dni wg grup wiekowych","","","","","","","","","","",""
"Grupa wiekowa","Liczba osób (tys.)","Odsetek w analizowanej populacji","Mediana długości leczenia","Nowi","Powracający","Ogółem","","","","",""
"< 18","24.2","0.11","240","0.58599999999999997","0.55300000000000005","0.58399999999999996","","","","",""
"18 - 34","57.3","0.26","164","0.46899999999999997","0.53700000000000003","0.47499999999999998","","","","",""
"35 - 44","36.9","0.16800000000000001","150","0.44800000000000001","0.53","0.45700000000000002","","","","",""
"45 - 54","29.4","0.13300000000000001","140","0.435","0.51900000000000002","0.44700000000000001","","","","",""
"55 - 64","24.7","0.112","127","0.42499999999999999","0.505","0.437","","","","",""
"65 - 74","25.7","0.11700000000000001","129","0.435","0.504","0.44500000000000001","","","","",""
"75 - 84","16.3","7.3999999999999996E-2","142","0.45100000000000001","0.51","0.45900000000000002","","","","",""
"85+","5.9","2.7E-2","150","0.47099999999999997","0.47799999999999998","0.47199999999999998","","","","",""
"łącznie","220.4","1","158","0.46500000000000002","0.51900000000000002","0.47099999999999997","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.27: Długość trwania farmakoterapii refundowanymi lekami przeciwdepresyjnymi zawierającymi substancję czynną sertralinum wg grup wiekowych","","","","","","","","","","",""
"Grupa wiekowa","Kategoria","Liczba pacjentów","","","","","","","","",""
"< 18","mniej niż 180 dni","10051","","","","","","","","",""
"< 18","180-269 dni","2877","","","","","","","","",""
"< 18","270-359 dni","2182","","","","","","","","",""
"< 18","co najmniej 360 dni","9067","","","","","","","","",""
"18 - 34","mniej niż 180 dni","30083","","","","","","","","",""
"18 - 34","180-269 dni","6370","","","","","","","","",""
"18 - 34","270-359 dni","4437","","","","","","","","",""
"18 - 34","co najmniej 360 dni","16428","","","","","","","","",""
"35 - 44","mniej niż 180 dni","20061","","","","","","","","",""
"35 - 44","180-269 dni","3636","","","","","","","","",""
"35 - 44","270-359 dni","2457","","","","","","","","",""
"35 - 44","co najmniej 360 dni","10788","","","","","","","","",""
"45 - 54","mniej niż 180 dni","16243","","","","","","","","",""
"45 - 54","180-269 dni","2697","","","","","","","","",""
"45 - 54","270-359 dni","1797","","","","","","","","",""
"45 - 54","co najmniej 360 dni","8622","","","","","","","","",""
"55 - 64","mniej niż 180 dni","13877","","","","","","","","",""
"55 - 64","180-269 dni","2126","","","","","","","","",""
"55 - 64","270-359 dni","1383","","","","","","","","",""
"55 - 64","co najmniej 360 dni","7265","","","","","","","","",""
"65 - 74","mniej niż 180 dni","14250","","","","","","","","",""
"65 - 74","180-269 dni","2016","","","","","","","","",""
"65 - 74","270-359 dni","1340","","","","","","","","",""
"65 - 74","co najmniej 360 dni","8075","","","","","","","","",""
"75 - 84","mniej niż 180 dni","8838","","","","","","","","",""
"75 - 84","180-269 dni","1311","","","","","","","","",""
"75 - 84","270-359 dni","894","","","","","","","","",""
"75 - 84","co najmniej 360 dni","5302","","","","","","","","",""
"85+","mniej niż 180 dni","3111","","","","","","","","",""
"85+","180-269 dni","447","","","","","","","","",""
"85+","270-359 dni","335","","","","","","","","",""
"85+","co najmniej 360 dni","1994","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.23: Długość trwania farmakoterapii refundowanymi lekami przeciwdepresyjnymi zawierającymi substancję czynną sertralinum wg grup wiekowych","","","","","","","","","","",""
"Grupa wiekowa","Odsetek osób, dla których leczenie trwało krócej niż 180 dni","Odsetek osób, dla których leczenie trwało 180-269 dni","Odsetek osób, dla których leczenie trwało 270-359 dni","Odsetek osób, dla których leczenie trwało co najmniej 360 dni","","","","","","",""
"< 18","0.41599999999999998","0.11899999999999999","0.09","0.375","","","","","","",""
"18 - 34","0.52500000000000002","0.111","7.6999999999999999E-2","0.28699999999999998","","","","","","",""
"35 - 44","0.54300000000000004","9.8000000000000004E-2","6.7000000000000004E-2","0.29199999999999998","","","","","","",""
"45 - 54","0.55300000000000005","9.1999999999999998E-2","6.0999999999999999E-2","0.29399999999999998","","","","","","",""
"55 - 64","0.56299999999999994","8.5999999999999993E-2","5.6000000000000001E-2","0.29499999999999998","","","","","","",""
"65 - 74","0.55500000000000005","7.8E-2","5.1999999999999998E-2","0.314","","","","","","",""
"75 - 84","0.54100000000000004","0.08","5.5E-2","0.32400000000000001","","","","","","",""
"85+","0.52800000000000002","7.5999999999999998E-2","5.7000000000000002E-2","0.33900000000000002","","","","","","",""
"łącznie","0.52900000000000003","9.7000000000000003E-2","6.7000000000000004E-2","0.30599999999999999","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.28: Odsetki pacjentów, których farmakoterapia lekami refundowanymi z substancją sertralinum trwała co najmniej 180 dni według województw","","","","","","","","","","",""
"Województwo","Odsetek","","","","","","","","","",""
"Dolnośląskie","0.439","","","","","","","","","",""
"Kujawsko-pomorskie","0.47299999999999998","","","","","","","","","",""
"Lubelskie","0.46500000000000002","","","","","","","","","",""
"Lubuskie","0.44600000000000001","","","","","","","","","",""
"Łódzkie","0.46300000000000002","","","","","","","","","",""
"Małopolskie","0.46800000000000003","","","","","","","","","",""
"Mazowieckie","0.49099999999999999","","","","","","","","","",""
"Opolskie","0.46800000000000003","","","","","","","","","",""
"Podkarpackie","0.45500000000000002","","","","","","","","","",""
"Podlaskie","0.48","","","","","","","","","",""
"Pomorskie","0.48199999999999998","","","","","","","","","",""
"Śląskie","0.46400000000000002","","","","","","","","","",""
"Świętokrzyskie","0.44500000000000001","","","","","","","","","",""
"Warmińsko-mazurskie","0.498","","","","","","","","","",""
"Wielkopolskie","0.45900000000000002","","","","","","","","","",""
"Zachodniopomorskie","0.47099999999999997","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.29: Wskaźnik proporcji pokrycia dni (PDC, ang. proportion of days covered) lekami refundowanymi z sertralinum wg grup wiekowych","","","","","","","","","","",""
"Grupa wiekowa","PDC","Liczba pacjentów","","","","","","","","",""
"< 18","0-49%","322","","","","","","","","",""
"< 18","50-79%","2179","","","","","","","","",""
"< 18","80-99%","2832","","","","","","","","",""
"< 18","100%","8793","","","","","","","","",""
"18 - 34","0-49%","489","","","","","","","","",""
"18 - 34","50-79%","3203","","","","","","","","",""
"18 - 34","80-99%","5360","","","","","","","","",""
"18 - 34","100%","18183","","","","","","","","",""
"35 - 44","0-49%","444","","","","","","","","",""
"35 - 44","50-79%","2404","","","","","","","","",""
"35 - 44","80-99%","3625","","","","","","","","",""
"35 - 44","100%","10408","","","","","","","","",""
"45 - 54","0-49%","499","","","","","","","","",""
"45 - 54","50-79%","2076","","","","","","","","",""
"45 - 54","80-99%","2886","","","","","","","","",""
"45 - 54","100%","7655","","","","","","","","",""
"55 - 64","0-49%","480","","","","","","","","",""
"55 - 64","50-79%","1873","","","","","","","","",""
"55 - 64","80-99%","2421","","","","","","","","",""
"55 - 64","100%","6000","","","","","","","","",""
"65 - 74","0-49%","591","","","","","","","","",""
"65 - 74","50-79%","2130","","","","","","","","",""
"65 - 74","80-99%","2874","","","","","","","","",""
"65 - 74","100%","5836","","","","","","","","",""
"75 - 84","0-49%","376","","","","","","","","",""
"75 - 84","50-79%","1564","","","","","","","","",""
"75 - 84","80-99%","1937","","","","","","","","",""
"75 - 84","100%","3630","","","","","","","","",""
"85+","0-49%","135","","","","","","","","",""
"85+","50-79%","630","","","","","","","","",""
"85+","80-99%","822","","","","","","","","",""
"85+","100%","1189","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.24: Wskaźnik proporcji pokrycia dni (PDC, ang. proportion of days covered) lekami refundowanymi z sertralinum wg grup wiekowych","","","","","","","","","","",""
"Grupa wiekowa","PDC 0-49%","PDC 50-79%","PDC 80-99%","PDC 100%","","","","","","",""
"< 18","2.3E-2","0.154","0.2","0.622","","","","","","",""
"18 - 34","1.7999999999999999E-2","0.11799999999999999","0.19700000000000001","0.66800000000000004","","","","","","",""
"35 - 44","2.5999999999999999E-2","0.14199999999999999","0.215","0.61699999999999999","","","","","","",""
"45 - 54","3.7999999999999999E-2","0.158","0.22","0.58399999999999996","","","","","","",""
"55 - 64","4.4999999999999998E-2","0.17399999999999999","0.22500000000000001","0.55700000000000005","","","","","","",""
"65 - 74","5.1999999999999998E-2","0.186","0.251","0.51100000000000001","","","","","","",""
"75 - 84","0.05","0.20799999999999999","0.25800000000000001","0.48399999999999999","","","","","","",""
"85+","4.9000000000000002E-2","0.22700000000000001","0.29599999999999999","0.42799999999999999","","","","","","",""
"łącznie","3.2000000000000001E-2","0.155","0.219","0.59399999999999997","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Analizę tego, w jakim stopniu pacjenci realizują założenia terapii farmakologicznej w leczeniu epizodów depresji, wykonano na grupie pacjentów, którzy w 2020 roku zrealizowali co najmniej jedną receptę na lek refundowany z substancją czynną sertralinum, a w 2019 roku nie zrealizowali ani jednej recepty na lek refundowany z tą substancją. Okres obserwacji pacjentów trwał od daty realizacji pierwszej recepty w 2020 roku do końca 2021 roku","","","","","","","","","","",""
" Z analizy wyłączono osoby, które zmarły w ciągu 180 dni od realizacji pierwszej recepty na refundowany lek antydepresyjny. Ponadto z analizy wykluczono również pacjentów, którzy w czasie obserwacji, czyli od realizacji pierwszej recepty do końca okresu obserwacji zrealizowali receptę na lek przeciwdepresyjny z grupy SSRI z inną substancją czynną niż sertralinum","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 3.1: Liczba zwolnień (w tys.) z tytułu choroby własnej z powodu dużej depresji—F32, F33 wg ICD-10 (2013–2023)","","","","","","","","","","",""
"Rok","Liczba zaświadczeń","","","","","","","","","",""
"2013","289810","","","","","","","","","",""
"2014","287629","","","","","","","","","",""
"2015","306148","","","","","","","","","",""
"2016","312858","","","","","","","","","",""
"2017","312030","","","","","","","","","",""
"2018","300140","","","","","","","","","",""
"2019","317969","","","","","","","","","",""
"2020","385833","","","","","","","","","",""
"2021","363038","","","","","","","","","",""
"2022","347889","","","","","","","","","",""
"2023","373667","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych ZUS","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 3.2: Liczba dni (w mln) zwolnień lekarskich z tytułu choroby własnej z powodu dużej depresji—F32, F33 wg ICD-10 (2013–2023)","","","","","","","","","","",""
"Rok","Liczba dni","","","","","","","","","",""
"2013","5388631","","","","","","","","","",""
"2014","5332732","","","","","","","","","",""
"2015","5754584","","","","","","","","","",""
"2016","5859609","","","","","","","","","",""
"2017","5835943","","","","","","","","","",""
"2018","5657330","","","","","","","","","",""
"2019","5983413","","","","","","","","","",""
"2020","7803828","","","","","","","","","",""
"2021","7330484","","","","","","","","","",""
"2022","6948078","","","","","","","","","",""
"2023","7493312","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych ZUS","","","","","","","","","","",""
