"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration"
33,"blue-collar","single","primary","no",165,"yes","no","cellular",15,"may",139
41,"blue-collar","divorced","secondary","no",2540,"yes","no","cellular",15,"may",82
48,"blue-collar","married","secondary","no",480,"yes","no","cellular",15,"may",830
37,"entrepreneur","single","secondary","no",-22,"yes","no","cellular",15,"may",317
35,"technician","single","secondary","no",1501,"yes","no","cellular",15,"may",26
39,"admin.","divorced","secondary","no",878,"yes","no","cellular",15,"may",611
46,"management","married","tertiary","no",810,"yes","yes","cellular",15,"may",33
52,"technician","divorced","secondary","no",144,"yes","no","cellular",15,"may",362
40,"admin.","married","secondary","no",2574,"yes","no","cellular",15,"may",432
26,"blue-collar","single","primary","no",17,"yes","no","cellular",15,"may",86
25,"technician","single","secondary","no",173,"yes","no","cellular",15,"may",186
33,"blue-collar","married","primary","no",309,"yes","no","cellular",15,"may",42
24,"blue-collar","single","secondary","no",833,"yes","no","cellular",15,"may",956
27,"blue-collar","single","secondary","no",20,"yes","no","cellular",15,"may",175
30,"management","single","tertiary","no",1761,"yes","no","cellular",15,"may",229
29,"technician","single","tertiary","no",940,"yes","no","cellular",15,"may",757
48,"services","married","secondary","no",975,"yes","yes","cellular",15,"may",521
25,"student","single","secondary","no",1919,"yes","no","cellular",15,"may",264
31,"admin.","single","secondary","no",-1,"yes","no","cellular",15,"may",99
42,"entrepreneur","married","secondary","no",169,"yes","no","telephone",15,"may",87
26,"entrepreneur","single","tertiary","no",255,"yes","no","cellular",15,"may",401
51,"technician","married","secondary","no",1174,"yes","no","cellular",15,"may",301
26,"services","single","secondary","no",46,"yes","no","cellular",15,"may",17
58,"blue-collar","married","primary","no",66,"yes","no","cellular",15,"may",184
30,"blue-collar","married","secondary","no",3,"no","no","cellular",15,"may",42
36,"blue-collar","single","secondary","no",103,"yes","no","cellular",15,"may",200
49,"blue-collar","married","secondary","no",1230,"yes","yes","cellular",15,"may",167
37,"admin.","single","secondary","no",309,"yes","no","cellular",15,"may",58
38,"blue-collar","divorced","secondary","no",226,"yes","no","cellular",15,"may",167
39,"technician","single","secondary","no",400,"yes","no","cellular",15,"may",237
31,"management","married","tertiary","no",527,"yes","yes","cellular",15,"may",98
40,"services","married","secondary","no",771,"yes","no","cellular",15,"may",173
46,"services","married","unknown","no",72,"yes","no","cellular",15,"may",165
31,"management","single","tertiary","no",2734,"yes","no","cellular",15,"may",858
29,"blue-collar","married","secondary","no",-114,"yes","no","cellular",15,"may",132
57,"management","married","secondary","no",39,"yes","no","cellular",15,"may",114
33,"technician","single","secondary","no",1064,"yes","no","cellular",15,"may",173
56,"retired","divorced","tertiary","no",-458,"yes","no","cellular",15,"may",406
42,"admin.","divorced","secondary","no",241,"yes","no","cellular",15,"may",1012
31,"management","single","tertiary","no",74,"yes","yes","cellular",15,"may",13
30,"technician","single","secondary","no",-109,"yes","no","cellular",15,"may",73
35,"admin.","divorced","secondary","no",-133,"yes","no","cellular",15,"may",160
34,"blue-collar","divorced","primary","no",390,"yes","no","cellular",15,"may",372
34,"blue-collar","divorced","primary","no",0,"yes","no","cellular",15,"may",206
34,"management","single","tertiary","no",2360,"yes","no","cellular",15,"may",137
51,"blue-collar","married","primary","no",129,"yes","no","cellular",15,"may",611
49,"blue-collar","married","secondary","no",598,"yes","no","cellular",15,"may",219
45,"unemployed","married","secondary","no",-407,"yes","no","cellular",15,"may",320
59,"self-employed","married","primary","no",671,"yes","no","cellular",15,"may",57
52,"blue-collar","divorced","primary","no",29,"yes","no","cellular",15,"may",223
32,"services","divorced","secondary","no",-34,"yes","no","cellular",15,"may",147
29,"student","single","secondary","no",949,"yes","no","cellular",15,"may",109
40,"blue-collar","married","secondary","no",1145,"yes","no","cellular",15,"may",175
31,"technician","married","secondary","no",84,"no","no","cellular",15,"may",264
33,"technician","divorced","secondary","no",855,"yes","no","cellular",15,"may",124
28,"management","single","tertiary","no",41,"yes","no","cellular",15,"may",885
32,"management","married","tertiary","no",3387,"yes","no","cellular",15,"may",1111
26,"services","single","secondary","yes",-162,"yes","no","cellular",15,"may",44
49,"self-employed","married","secondary","no",2576,"yes","no","cellular",15,"may",64
29,"blue-collar","married","secondary","no",25,"yes","no","cellular",15,"may",50
27,"self-employed","single","tertiary","no",362,"yes","no","cellular",15,"may",76
38,"technician","married","tertiary","no",432,"yes","no","cellular",15,"may",10
43,"blue-collar","married","secondary","no",5997,"yes","no","cellular",15,"may",270
28,"blue-collar","married","primary","no",278,"yes","yes","telephone",15,"may",31
28,"technician","single","tertiary","no",-594,"yes","yes","cellular",15,"may",296
36,"technician","married","tertiary","no",530,"yes","no","cellular",15,"may",239
57,"technician","married","secondary","no",225,"yes","no","telephone",15,"may",22
36,"admin.","single","secondary","no",148,"yes","no","cellular",15,"may",1357
30,"admin.","married","primary","no",624,"yes","no","cellular",15,"may",212
27,"management","single","tertiary","no",7944,"yes","no","cellular",15,"may",99
38,"services","single","secondary","no",70,"yes","no","cellular",15,"may",150
30,"management","single","tertiary","no",9,"yes","yes","cellular",15,"may",582
36,"blue-collar","married","secondary","no",249,"yes","no","cellular",15,"may",709
30,"technician","single","secondary","no",1395,"yes","no","cellular",15,"may",199
55,"services","married","secondary","no",841,"yes","no","cellular",15,"may",140
33,"management","married","tertiary","no",2044,"yes","no","cellular",15,"may",102
40,"services","single","secondary","no",65,"yes","no","cellular",15,"may",15
24,"blue-collar","divorced","secondary","no",513,"yes","no","cellular",15,"may",61
44,"services","divorced","secondary","no",-2,"yes","no","cellular",15,"may",152
33,"admin.","married","secondary","no",1293,"yes","no","cellular",15,"may",245
38,"self-employed","single","tertiary","no",5774,"yes","no","cellular",15,"may",406
26,"services","single","secondary","no",0,"yes","no","cellular",15,"may",23
33,"technician","married","secondary","no",-204,"no","no","cellular",15,"may",297
44,"blue-collar","divorced","primary","no",-97,"yes","yes","cellular",15,"may",197
32,"blue-collar","divorced","secondary","no",201,"yes","no","cellular",15,"may",63
26,"admin.","single","secondary","no",140,"yes","no","cellular",15,"may",103
40,"management","married","tertiary","no",-1212,"yes","no","cellular",15,"may",1259
34,"management","single","tertiary","no",-184,"yes","yes","cellular",15,"may",80
25,"blue-collar","single","secondary","no",381,"yes","no","cellular",15,"may",951
27,"blue-collar","married","secondary","no",5854,"no","no","cellular",15,"may",255
45,"services","married","secondary","no",-1621,"yes","yes","cellular",15,"may",8
37,"admin.","married","secondary","no",-557,"yes","yes","cellular",15,"may",284
44,"services","single","secondary","no",532,"yes","no","cellular",15,"may",550
41,"admin.","single","secondary","no",90,"yes","no","cellular",15,"may",77
34,"technician","married","secondary","no",393,"yes","no","cellular",15,"may",314
33,"management","married","tertiary","no",3301,"yes","no","cellular",15,"may",536
25,"services","married","secondary","no",806,"yes","yes","cellular",15,"may",193
30,"technician","married","secondary","no",-910,"yes","no","cellular",15,"may",124
39,"technician","single","tertiary","no",1674,"no","no","cellular",15,"may",12
31,"technician","single","tertiary","no",6138,"yes","no","cellular",15,"may",134
34,"technician","married","secondary","no",656,"yes","no","cellular",15,"may",10
54,"admin.","divorced","secondary","no",-394,"yes","no","cellular",15,"may",895
38,"management","married","tertiary","no",8,"yes","no","cellular",15,"may",17
34,"unemployed","married","secondary","no",-16,"yes","no","cellular",15,"may",212
56,"technician","single","secondary","no",751,"yes","no","cellular",15,"may",43
40,"blue-collar","married","secondary","no",5,"yes","no","cellular",15,"may",364
39,"services","single","secondary","no",315,"yes","no","cellular",15,"may",14
28,"services","single","secondary","no",118,"yes","yes","cellular",15,"may",376
28,"blue-collar","single","secondary","no",3412,"yes","no","cellular",15,"may",22
58,"blue-collar","married","secondary","no",238,"no","no","cellular",15,"may",122
35,"entrepreneur","married","secondary","no",4872,"yes","no","cellular",15,"may",34
36,"student","single","secondary","no",3551,"yes","no","telephone",15,"may",134
40,"blue-collar","divorced","secondary","no",0,"yes","no","cellular",15,"may",21
30,"blue-collar","married","secondary","no",-99,"yes","no","cellular",15,"may",144
43,"services","divorced","secondary","no",7816,"yes","no","telephone",15,"may",16
40,"admin.","married","secondary","no",0,"yes","no","cellular",15,"may",13
60,"blue-collar","married","primary","no",14,"yes","yes","cellular",15,"may",781
41,"blue-collar","single","secondary","no",6393,"yes","no","cellular",15,"may",128
39,"services","married","secondary","no",435,"yes","no","cellular",15,"may",411
31,"housemaid","divorced","primary","no",168,"yes","no","cellular",15,"may",266
32,"blue-collar","married","primary","no",233,"yes","no","cellular",15,"may",391
48,"blue-collar","married","secondary","no",1267,"yes","no","telephone",15,"may",195
48,"blue-collar","married","primary","no",108,"yes","no","telephone",15,"may",74
36,"blue-collar","married","primary","no",49,"yes","no","cellular",15,"may",232
30,"admin.","divorced","secondary","no",891,"no","no","cellular",15,"may",340
31,"blue-collar","married","secondary","no",1803,"yes","no","telephone",15,"may",350
27,"management","married","tertiary","no",54,"yes","no","cellular",15,"may",309
43,"technician","single","secondary","no",-266,"yes","yes","cellular",15,"may",12
28,"blue-collar","single","secondary","no",-208,"yes","no","cellular",15,"may",136
49,"blue-collar","married","secondary","no",3309,"yes","no","cellular",15,"may",349
34,"admin.","divorced","secondary","no",1268,"yes","no","cellular",15,"may",259
30,"management","single","tertiary","no",355,"yes","no","cellular",15,"may",153
32,"blue-collar","single","secondary","no",138,"yes","no","cellular",15,"may",215
29,"admin.","single","secondary","no",-349,"yes","no","cellular",15,"may",233
38,"admin.","married","secondary","no",1852,"yes","no","cellular",15,"may",298
44,"management","single","tertiary","no",-1313,"yes","yes","cellular",15,"may",104
38,"management","married","tertiary","no",676,"no","no","cellular",15,"may",59
47,"blue-collar","married","primary","no",537,"yes","no","telephone",15,"may",49
36,"services","married","secondary","no",-74,"yes","no","cellular",15,"may",113
36,"services","single","secondary","no",0,"yes","no","cellular",15,"may",1002
27,"blue-collar","single","primary","no",-179,"yes","no","cellular",15,"may",54
24,"admin.","single","secondary","no",290,"yes","no","cellular",15,"may",80
35,"blue-collar","divorced","secondary","no",1780,"yes","no","cellular",15,"may",306
36,"admin.","single","secondary","no",185,"yes","no","cellular",15,"may",61
45,"admin.","married","secondary","no",369,"yes","no","cellular",15,"may",20
45,"blue-collar","single","primary","no",116,"yes","no","cellular",15,"may",16
32,"admin.","married","secondary","no",337,"no","no","cellular",15,"may",51
29,"entrepreneur","married","secondary","no",422,"yes","no","cellular",15,"may",69
40,"blue-collar","married","primary","no",1841,"yes","no","cellular",15,"may",880
27,"technician","married","secondary","no",2460,"yes","no","cellular",15,"may",600
31,"technician","married","tertiary","no",165,"no","no","cellular",15,"may",218
45,"self-employed","single","secondary","no",2762,"yes","no","cellular",15,"may",18
31,"admin.","single","secondary","no",862,"yes","no","cellular",15,"may",47
33,"management","married","secondary","no",1423,"yes","no","cellular",15,"may",333
25,"retired","single","secondary","no",366,"no","yes","cellular",15,"may",102
32,"management","single","tertiary","no",6248,"yes","no","cellular",15,"may",64
41,"management","married","tertiary","no",30,"yes","no","cellular",15,"may",101
37,"blue-collar","married","primary","no",-137,"yes","no","cellular",15,"may",800
29,"blue-collar","single","secondary","no",244,"yes","no","cellular",15,"may",19
57,"retired","married","secondary","yes",32,"yes","no","cellular",15,"may",476
54,"management","married","tertiary","no",284,"yes","yes","telephone",15,"may",65
34,"management","single","tertiary","no",178,"yes","no","cellular",15,"may",14
29,"blue-collar","single","secondary","no",7531,"no","no","cellular",15,"may",50
45,"admin.","married","secondary","no",72,"yes","yes","cellular",15,"may",262
33,"admin.","single","secondary","no",5,"yes","no","cellular",15,"may",934
39,"management","single","tertiary","no",11971,"yes","no","telephone",15,"may",75
32,"blue-collar","single","secondary","no",574,"yes","no","cellular",15,"may",51
30,"admin.","married","tertiary","no",-750,"no","no","cellular",15,"may",208
35,"self-employed","married","secondary","no",-56,"yes","no","cellular",15,"may",162
57,"admin.","married","secondary","no",407,"yes","yes","cellular",15,"may",166
40,"blue-collar","married","secondary","no",187,"yes","no","cellular",15,"may",53
26,"student","single","secondary","no",372,"yes","no","cellular",15,"may",34
34,"admin.","single","secondary","no",3160,"no","no","cellular",15,"may",22
45,"blue-collar","married","primary","no",302,"yes","no","telephone",15,"may",258
44,"blue-collar","single","primary","no",-234,"yes","yes","cellular",15,"may",71
40,"management","single","tertiary","no",269,"yes","no","cellular",15,"may",11
34,"blue-collar","married","primary","no",72,"yes","no","cellular",15,"may",93
34,"admin.","married","secondary","no",-297,"yes","no","cellular",15,"may",92
32,"blue-collar","married","secondary","no",9714,"yes","no","cellular",15,"may",1237
37,"blue-collar","married","primary","no",2120,"yes","no","cellular",15,"may",655
46,"services","married","secondary","no",-119,"yes","no","cellular",15,"may",138
30,"self-employed","married","secondary","no",220,"yes","yes","cellular",15,"may",187
36,"admin.","married","secondary","no",2278,"yes","no","cellular",15,"may",200
41,"blue-collar","married","secondary","no",780,"yes","no","cellular",15,"may",432
41,"services","divorced","secondary","no",5745,"yes","yes","cellular",15,"may",69
45,"services","single","secondary","no",1378,"yes","no","cellular",15,"may",25
55,"technician","divorced","tertiary","no",525,"yes","no","cellular",15,"may",28
37,"blue-collar","divorced","secondary","no",625,"yes","no","cellular",15,"may",68
34,"management","single","tertiary","no",1012,"yes","yes","cellular",15,"may",109
25,"entrepreneur","single","tertiary","no",16874,"yes","yes","cellular",15,"may",117
29,"admin.","married","secondary","no",252,"yes","no","cellular",15,"may",1223
38,"management","married","secondary","no",341,"no","no","cellular",15,"may",136
33,"services","single","secondary","no",239,"yes","no","cellular",15,"may",101
40,"admin.","divorced","secondary","no",952,"yes","no","cellular",15,"may",126
43,"blue-collar","married","primary","no",-67,"yes","no","telephone",15,"may",137
39,"admin.","married","secondary","no",8,"yes","no","telephone",15,"may",155
23,"blue-collar","married","primary","no",531,"yes","no","cellular",15,"may",509
27,"admin.","married","secondary","no",1417,"yes","no","cellular",15,"may",143
55,"blue-collar","married","primary","no",135,"yes","no","cellular",15,"may",641
29,"technician","single","secondary","no",-219,"yes","no","cellular",15,"may",85
40,"admin.","single","secondary","no",1112,"yes","no","cellular",15,"may",104
51,"management","single","tertiary","no",297,"yes","no","cellular",15,"may",415
46,"blue-collar","married","primary","no",494,"yes","no","cellular",15,"may",131
34,"entrepreneur","married","secondary","no",183,"yes","no","cellular",15,"may",339
39,"blue-collar","married","secondary","no",11854,"yes","no","cellular",15,"may",15
34,"services","divorced","secondary","no",89,"yes","no","cellular",15,"may",1871
50,"self-employed","married","secondary","no",358,"yes","yes","cellular",15,"may",315
45,"blue-collar","married","primary","no",1945,"yes","no","cellular",15,"may",63
35,"technician","single","tertiary","no",13460,"yes","no","cellular",15,"may",1068
26,"student","single","primary","no",177,"yes","no","cellular",15,"may",58
39,"technician","single","secondary","no",-529,"yes","no","cellular",15,"may",22
42,"blue-collar","married","primary","no",686,"yes","no","cellular",15,"may",1326
34,"technician","married","tertiary","no",11752,"yes","no","cellular",15,"may",149
33,"blue-collar","single","primary","no",-104,"yes","no","cellular",15,"may",34
28,"blue-collar","single","primary","no",1518,"yes","no","cellular",15,"may",204
29,"management","single","tertiary","no",1273,"yes","no","cellular",15,"may",44
31,"admin.","single","secondary","no",320,"yes","no","cellular",15,"may",376
44,"management","single","secondary","no",3684,"yes","no","cellular",15,"may",31
47,"services","married","secondary","no",223,"no","no","cellular",15,"may",133
26,"self-employed","married","secondary","no",492,"yes","yes","cellular",15,"may",439
27,"admin.","single","tertiary","no",3672,"yes","no","cellular",15,"may",157
43,"blue-collar","married","primary","no",46,"yes","no","cellular",15,"may",38
59,"blue-collar","married","secondary","no",437,"yes","no","telephone",15,"may",73
56,"blue-collar","married","primary","no",827,"yes","no","telephone",15,"may",462
26,"blue-collar","single","secondary","no",474,"yes","no","cellular",15,"may",504
28,"student","married","tertiary","no",327,"yes","no","cellular",15,"may",104
34,"services","married","secondary","no",190,"yes","no","cellular",15,"may",121
30,"technician","married","secondary","no",3123,"yes","no","cellular",15,"may",49
27,"student","single","tertiary","no",4869,"yes","no","cellular",15,"may",258
33,"technician","single","secondary","no",930,"yes","no","cellular",15,"may",163
42,"blue-collar","married","primary","no",-336,"yes","no","telephone",15,"may",12
33,"admin.","single","primary","no",-258,"yes","no","cellular",15,"may",158
33,"blue-collar","married","secondary","no",-63,"yes","no","cellular",15,"may",126
32,"self-employed","married","secondary","no",329,"yes","no","telephone",15,"may",166
42,"technician","married","tertiary","no",-378,"yes","yes","cellular",15,"may",11
33,"blue-collar","single","primary","no",577,"yes","no","cellular",15,"may",59
35,"blue-collar","married","secondary","no",205,"yes","yes","cellular",15,"may",1313
35,"management","married","tertiary","yes",-10,"yes","no","cellular",15,"may",168
38,"admin.","married","secondary","no",1949,"yes","no","cellular",15,"may",157
32,"management","single","tertiary","no",6542,"yes","no","cellular",15,"may",1598
31,"management","married","tertiary","no",1010,"yes","no","cellular",15,"may",385
38,"entrepreneur","married","secondary","no",157,"no","yes","cellular",15,"may",57
24,"blue-collar","single","secondary","no",1690,"yes","yes","cellular",15,"may",543
32,"blue-collar","single","secondary","no",217,"yes","no","cellular",15,"may",692
33,"management","married","tertiary","no",5792,"yes","no","cellular",18,"may",55
37,"blue-collar","married","secondary","no",2016,"yes","yes","cellular",18,"may",20
33,"admin.","single","tertiary","no",701,"yes","no","cellular",18,"may",59
60,"management","divorced","tertiary","no",-4057,"yes","no","cellular",18,"may",242
38,"blue-collar","married","primary","no",1428,"yes","no","telephone",18,"may",33
26,"services","married","secondary","no",0,"yes","no","cellular",18,"may",130
32,"management","married","tertiary","no",91,"no","no","cellular",18,"may",126
54,"blue-collar","married","secondary","no",1777,"yes","no","cellular",18,"may",13
56,"services","married","secondary","no",6503,"yes","yes","cellular",18,"may",27
38,"technician","married","secondary","no",525,"yes","yes","telephone",18,"may",15
52,"admin.","married","secondary","no",2323,"yes","no","cellular",18,"may",45
38,"management","divorced","tertiary","no",4335,"yes","no","cellular",18,"may",157
34,"technician","married","tertiary","no",3743,"yes","no","cellular",18,"may",722
40,"blue-collar","single","primary","no",-21,"no","no","cellular",18,"may",68
34,"blue-collar","single","tertiary","no",-303,"yes","no","cellular",18,"may",17
51,"technician","married","secondary","no",614,"yes","no","cellular",18,"may",9
47,"blue-collar","single","primary","no",159,"yes","no","cellular",18,"may",7
57,"blue-collar","married","secondary","no",1521,"yes","yes","cellular",18,"may",102
22,"services","single","secondary","no",250,"yes","no","cellular",18,"may",117
39,"services","married","secondary","no",117,"yes","no","cellular",18,"may",1032
28,"blue-collar","single","secondary","no",171,"yes","no","cellular",18,"may",523
24,"blue-collar","single","secondary","no",6,"yes","no","cellular",18,"may",16
25,"services","single","secondary","no",-141,"yes","no","cellular",18,"may",113
59,"blue-collar","married","secondary","no",32,"yes","no","cellular",18,"may",201
37,"blue-collar","married","secondary","no",91,"yes","no","cellular",18,"may",8
36,"blue-collar","married","primary","no",0,"yes","no","cellular",18,"may",8
29,"blue-collar","married","secondary","no",-493,"yes","no","cellular",18,"may",536
29,"services","single","secondary","no",-79,"yes","yes","cellular",18,"may",16
28,"admin.","single","secondary","no",3029,"yes","no","cellular",18,"may",58
35,"blue-collar","married","secondary","no",3181,"yes","no","cellular",18,"may",28
48,"services","divorced","secondary","no",142,"yes","no","cellular",18,"may",11
29,"technician","single","secondary","no",-2,"yes","yes","cellular",18,"may",9
37,"housemaid","single","secondary","no",465,"yes","no","cellular",18,"may",899
35,"management","single","tertiary","no",13,"yes","no","cellular",18,"may",17
28,"admin.","married","secondary","no",788,"yes","no","cellular",18,"may",11
37,"housemaid","married","primary","no",254,"yes","no","telephone",18,"may",16
33,"management","single","tertiary","no",62,"yes","no","cellular",18,"may",473
34,"admin.","married","secondary","no",95,"yes","no","cellular",18,"may",114
29,"services","single","secondary","no",23,"yes","yes","cellular",18,"may",159
27,"services","single","secondary","no",504,"yes","no","cellular",18,"may",106
25,"services","married","secondary","no",4522,"yes","no","cellular",18,"may",177
47,"technician","divorced","secondary","no",22,"no","no","cellular",18,"may",17
28,"technician","single","secondary","no",1589,"yes","no","cellular",18,"may",359
54,"blue-collar","divorced","secondary","no",244,"yes","yes","cellular",18,"may",9
54,"management","divorced","tertiary","no",0,"yes","no","telephone",18,"may",17
37,"blue-collar","single","tertiary","no",481,"no","no","cellular",18,"may",11
23,"housemaid","single","primary","no",93,"yes","no","cellular",18,"may",70
34,"blue-collar","married","primary","no",-703,"yes","no","cellular",18,"may",160
49,"blue-collar","married","primary","no",490,"yes","no","telephone",18,"may",19
26,"admin.","single","secondary","no",141,"yes","no","cellular",18,"may",19
54,"self-employed","divorced","primary","no",4382,"yes","no","telephone",18,"may",193
30,"blue-collar","married","secondary","no",-28,"yes","no","cellular",18,"may",284
32,"blue-collar","married","secondary","no",36,"yes","no","cellular",18,"may",116
27,"admin.","married","secondary","no",0,"yes","yes","cellular",18,"may",157
37,"blue-collar","divorced","secondary","no",333,"yes","no","telephone",18,"may",73
33,"blue-collar","married","secondary","no",523,"yes","no","cellular",18,"may",18
35,"blue-collar","married","primary","no",2281,"yes","no","cellular",18,"may",126
28,"blue-collar","single","secondary","no",2486,"yes","no","telephone",18,"may",26
30,"management","married","tertiary","no",1022,"yes","no","cellular",18,"may",97
48,"blue-collar","married","primary","no",750,"yes","no","cellular",18,"may",90
44,"admin.","married","secondary","no",-314,"no","no","cellular",18,"may",144
34,"blue-collar","married","primary","no",428,"yes","no","cellular",18,"may",59
29,"services","single","secondary","no",9,"yes","no","cellular",18,"may",19
30,"admin.","single","secondary","no",127,"yes","no","cellular",18,"may",16
38,"technician","divorced","secondary","no",1559,"yes","no","cellular",18,"may",22
31,"blue-collar","single","secondary","no",512,"yes","no","cellular",18,"may",44
32,"services","married","secondary","no",1977,"yes","yes","cellular",18,"may",44
32,"blue-collar","married","primary","no",-283,"yes","no","cellular",18,"may",24
33,"services","married","secondary","no",2533,"yes","no","cellular",18,"may",16
35,"blue-collar","married","secondary","no",305,"yes","no","cellular",18,"may",7
30,"services","single","secondary","no",0,"yes","no","cellular",18,"may",131
31,"blue-collar","married","primary","no",54,"yes","no","cellular",18,"may",239
44,"admin.","married","secondary","no",185,"yes","no","cellular",18,"may",27
57,"housemaid","married","primary","no",151,"yes","no","cellular",18,"may",14
23,"entrepreneur","single","secondary","no",1128,"yes","no","cellular",18,"may",77
28,"technician","married","secondary","no",1944,"yes","no","telephone",18,"may",21
31,"admin.","divorced","secondary","no",11,"yes","no","cellular",18,"may",17
37,"admin.","single","secondary","no",31,"yes","no","cellular",18,"may",15
48,"blue-collar","married","secondary","no",5089,"yes","no","cellular",18,"may",30
31,"services","divorced","secondary","no",39,"yes","no","cellular",18,"may",13
31,"technician","single","secondary","no",1447,"yes","no","cellular",18,"may",236
40,"admin.","single","secondary","no",2040,"yes","no","cellular",18,"may",906
40,"services","married","secondary","no",191,"yes","no","cellular",18,"may",201
23,"student","married","tertiary","yes",-230,"yes","no","cellular",18,"may",259
23,"blue-collar","single","secondary","no",39,"yes","no","cellular",18,"may",76
32,"blue-collar","married","tertiary","no",143,"yes","yes","cellular",18,"may",90
36,"admin.","single","secondary","no",507,"yes","no","cellular",18,"may",264
24,"blue-collar","single","primary","no",2129,"yes","yes","telephone",18,"may",51
24,"technician","single","secondary","yes",-1329,"yes","no","cellular",18,"may",50
32,"technician","single","secondary","no",483,"yes","yes","cellular",18,"may",35
30,"technician","married","secondary","no",769,"yes","no","cellular",18,"may",10
54,"blue-collar","divorced","primary","no",215,"yes","no","cellular",18,"may",34
29,"blue-collar","married","secondary","no",-95,"yes","no","cellular",18,"may",164
27,"admin.","single","secondary","no",0,"yes","no","cellular",18,"may",552
33,"technician","married","secondary","no",1844,"yes","yes","cellular",18,"may",380
36,"entrepreneur","single","tertiary","no",145,"yes","no","cellular",18,"may",450
28,"student","single","secondary","no",404,"yes","no","cellular",18,"may",33
35,"management","single","tertiary","no",331,"yes","no","cellular",18,"may",30
31,"blue-collar","married","primary","no",263,"yes","no","cellular",18,"may",75
23,"services","single","secondary","no",-229,"yes","yes","cellular",18,"may",557
23,"admin.","married","secondary","no",349,"yes","no","cellular",18,"may",108
24,"technician","single","secondary","no",-232,"yes","no","cellular",18,"may",108
28,"blue-collar","married","primary","no",3267,"yes","yes","telephone",18,"may",40
34,"blue-collar","single","primary","no",464,"yes","no","cellular",18,"may",173
31,"admin.","single","secondary","no",-449,"yes","no","cellular",18,"may",197
28,"services","single","secondary","no",1636,"yes","no","cellular",18,"may",97
32,"management","married","tertiary","no",477,"yes","no","telephone",18,"may",87
50,"entrepreneur","married","tertiary","no",433,"yes","no","cellular",18,"may",47
24,"technician","single","secondary","no",81,"yes","no","cellular",18,"may",333
27,"management","single","tertiary","no",3347,"no","no","cellular",18,"may",311
33,"services","married","secondary","no",7,"yes","yes","cellular",18,"may",55
22,"services","single","secondary","no",344,"yes","no","cellular",18,"may",347
34,"blue-collar","married","primary","no",3868,"yes","no","cellular",18,"may",134
32,"blue-collar","single","secondary","no",33,"yes","no","cellular",18,"may",125
32,"management","single","tertiary","no",347,"yes","no","cellular",18,"may",213
32,"services","single","secondary","no",545,"yes","no","cellular",18,"may",192
36,"management","single","tertiary","no",10773,"yes","no","cellular",18,"may",89
33,"management","single","tertiary","no",2667,"yes","no","cellular",18,"may",57
43,"blue-collar","married","primary","no",714,"yes","no","cellular",18,"may",16
26,"blue-collar","single","secondary","no",384,"yes","no","cellular",18,"may",16
24,"services","single","secondary","no",-92,"yes","no","cellular",18,"may",245
41,"blue-collar","married","primary","no",-75,"yes","no","cellular",18,"may",115
32,"technician","single","secondary","no",230,"yes","no","cellular",18,"may",442
32,"self-employed","married","secondary","no",-33,"yes","no","cellular",18,"may",158
31,"technician","single","secondary","no",-348,"yes","no","cellular",18,"may",410
26,"technician","single","secondary","no",3519,"yes","no","cellular",18,"may",283
35,"blue-collar","married","secondary","no",1312,"yes","no","cellular",18,"may",224
25,"admin.","single","secondary","no",845,"yes","no","cellular",18,"may",217
30,"admin.","single","secondary","no",1450,"yes","no","cellular",18,"may",298
37,"blue-collar","single","secondary","no",6281,"yes","no","cellular",18,"may",242
27,"services","married","secondary","no",54,"yes","no","cellular",18,"may",97
33,"services","married","secondary","no",-52,"yes","no","cellular",18,"may",278
36,"entrepreneur","married","secondary","no",1163,"yes","no","cellular",18,"may",420
29,"admin.","single","secondary","no",543,"yes","yes","cellular",18,"may",166
41,"services","married","primary","no",4903,"yes","no","cellular",18,"may",155
56,"management","divorced","tertiary","no",2959,"yes","no","telephone",18,"may",325
33,"admin.","single","secondary","no",1277,"yes","no","cellular",18,"may",827
32,"services","single","tertiary","no",748,"yes","no","cellular",18,"may",166
33,"entrepreneur","married","tertiary","no",964,"yes","no","cellular",18,"may",97
30,"technician","single","secondary","no",120,"yes","no","cellular",18,"may",74
33,"blue-collar","married","secondary","no",4996,"yes","no","cellular",18,"may",15
35,"blue-collar","married","primary","no",2490,"yes","no","cellular",18,"may",170
33,"blue-collar","married","secondary","no",1219,"yes","no","cellular",18,"may",51
26,"management","single","tertiary","yes",-130,"yes","no","cellular",18,"may",216
48,"management","single","tertiary","no",336,"yes","no","cellular",18,"may",17
31,"blue-collar","married","primary","no",1654,"yes","no","cellular",18,"may",288
27,"blue-collar","single","primary","no",-579,"yes","no","cellular",18,"may",220
43,"blue-collar","married","secondary","no",95,"yes","no","cellular",18,"may",296
26,"student","single","tertiary","no",251,"yes","no","cellular",18,"may",12
37,"admin.","divorced","unknown","no",471,"yes","no","cellular",18,"may",200
31,"technician","married","tertiary","no",4575,"yes","no","telephone",18,"may",28
28,"management","single","tertiary","no",788,"yes","yes","cellular",18,"may",169
31,"management","single","tertiary","no",62,"yes","no","cellular",18,"may",175
32,"admin.","single","secondary","no",396,"yes","no","cellular",18,"may",88
33,"admin.","single","secondary","no",2717,"yes","no","cellular",18,"may",185
24,"services","single","secondary","no",258,"yes","no","cellular",18,"may",248
